plz,bfs,canton,village,zip-share
1992,6266,VS,Crête-à-l'Oeil (Les Agettes),100
1993,6267,VS,Veysonnaz,100
3937,6281,VS,Baltschieder,100
3937,6281,VS,Baltschieder,100
3922,6282,VS,Eisten,100
3922,6283,VS,Kalpetran,100
3926,6283,VS,Embd,100
3925,6285,VS,Grächen,100
3931,6286,VS,Lalden,100
3928,6287,VS,Randa,100
3905,6288,VS,Saas-Almagell,100
3908,6289,VS,Saas-Balen,100
3906,6290,VS,Saas-Fee,100
3910,6291,VS,Saas-Grund,100
3924,6292,VS,St. Niklaus VS,100
3927,6292,VS,Herbriggen,100
3922,6293,VS,Stalden VS,100
3933,6294,VS,Staldenried,100
3929,6295,VS,Täsch,100
3923,6296,VS,Törbel,100
3930,6297,VS,Visp,100
3930,6297,VS,Eyholz,100
3932,6298,VS,Visperterminen,100
3934,6299,VS,Zeneggen,100
3920,6300,VS,Zermatt,100
2015,6404,NE,Areuse,100
2017,6404,NE,Boudry,100
2016,6408,NE,Cortaillod,100
2019,6413,NE,Rochefort,100
2019,6413,NE,Chambrelien,100
2037,6413,NE,Montezillon,100
2149,6413,NE,Champ-du-Moulin,100
2149,6413,NE,Fretereules,100
2149,6413,NE,Brot-Dessous,100
2012,6416,NE,Auvernier,100
2013,6416,NE,Colombier NE,100
2014,6416,NE,Bôle,100
2022,6417,NE,Bevaix,100
2023,6417,NE,Gorgier,100
2024,6417,NE,St-Aubin-Sauges,100
2025,6417,NE,Chez-le-Bart,100
2027,6417,NE,Montalchez,100
2027,6417,NE,Fresens,100
2028,6417,NE,Vaumarcus,100
2300,6421,NE,La Chaux-de-Fonds,100
2300,6421,NE,La Cibourg,100
2322,6421,NE,Le Crêt-du-Locle,100
2325,6422,NE,Les Planchettes,100
2314,6423,NE,La Sagne NE,100
2406,6432,NE,La Brévine,100
2406,6432,NE,Les Taillères,100
2406,6432,NE,La Châtagne,100
2406,6432,NE,Le Brouillet,100
2318,6433,NE,Brot-Plamboz,100
2414,6434,NE,Le Cerneux-Péquignot,100
2405,6435,NE,La Chaux-du-Milieu,100
2400,6436,NE,Le Locle,100
2400,6436,NE,Le Prévoux,100
2416,6436,NE,Les Brenets,100
2316,6437,NE,Les Ponts-de-Martel,100
2316,6437,NE,Petit-Martel,100
2087,6451,NE,Cornaux NE,100
2088,6452,NE,Cressier NE,100
2073,6453,NE,Enges,100
2068,6454,NE,Hauterive NE,100
2525,6455,NE,Le Landeron,100
2523,6456,NE,Lignières,100
2000,6458,NE,Neuchâtel,100
2034,6458,NE,Peseux,100
2035,6458,NE,Corcelles NE,100
2036,6458,NE,Cormondrèche,100
2042,6458,NE,Valangin,100
2067,6458,NE,Chaumont,100
2072,6459,NE,St-Blaise,100
2074,6461,NE,Marin-Epagnier,100
2075,6461,NE,Thielle,100
2075,6461,NE,Wavre,100
2037,6487,NE,Montmollin,100
2043,6487,NE,Boudevilliers,100
2046,6487,NE,Fontaines NE,100
2052,6487,NE,Fontainemelon,100
2052,6487,NE,La Vue-des-Alpes,100
2053,6487,NE,Cernier,100
2054,6487,NE,Chézard-St-Martin,100
2054,6487,NE,Les Vieux-Prés,100
2056,6487,NE,Dombresson,100
2057,6487,NE,Villiers,100
2058,6487,NE,Le Pâquier NE,100
2063,6487,NE,Vilars NE,100
2063,6487,NE,Engollon,100
2063,6487,NE,Fenin,100
2063,6487,NE,Saules,100
2065,6487,NE,Savagnier,100
2206,6487,NE,Les Geneveys-sur-Coffrane,100
2207,6487,NE,Coffrane,100
2208,6487,NE,Les Hauts-Geneveys,100
2117,6504,NE,La Côte-aux-Fées,100
2126,6511,NE,Les Verrières,100
2103,6512,NE,Noiraigue,100
2105,6512,NE,Travers,100
2108,6512,NE,Couvet,100
2112,6512,NE,Môtiers NE,100
2113,6512,NE,Boveresse,100
2114,6512,NE,Fleurier,100
2115,6512,NE,Buttes,100
2116,6512,NE,Mont-de-Buttes,100
2123,6512,NE,St-Sulpice NE,100
2124,6512,NE,Les Sagnettes,100
2127,6512,NE,Les Bayards,100
1288,6601,GE,Aire-la-Ville,100
1247,6602,GE,Anières,100
1237,6603,GE,Avully,100
1285,6604,GE,Athenaz (Avusy),100
1257,6605,GE,La Croix-de-Rozon,100
1293,6606,GE,Bellevue,100
1233,6607,GE,Bernex,100
1227,6608,GE,Carouge GE,100
1236,6609,GE,Cartigny,100
1298,6610,GE,Céligny,100
1298,6610,GE,Céligny,100
1284,6611,GE,Chancy,100
1224,6612,GE,Chêne-Bougeries,100
1231,6612,GE,Conches,100
1225,6613,GE,Chêne-Bourg,100
1244,6614,GE,Choulex,100
1239,6615,GE,Collex,100
1222,6616,GE,Vésenaz,100
1245,6616,GE,Collonge-Bellerive,100
1223,6617,GE,Cologny,100
1232,6618,GE,Confignon,100
1246,6619,GE,Corsier GE,100
1283,6620,GE,La Plaine,100
1283,6620,GE,Dardagny,100
1201,6621,GE,Genève,100
1202,6621,GE,Genève,100
1203,6621,GE,Genève,100
1204,6621,GE,Genève,100
1205,6621,GE,Genève,100
1206,6621,GE,Genève,100
1207,6621,GE,Genève,100
1208,6621,GE,Genève,100
1209,6621,GE,Genève,100
1227,6621,GE,Les Acacias,100
1294,6622,GE,Genthod,100
1215,6623,GE,Genève,100
1218,6623,GE,Le Grand-Saconnex,100
1251,6624,GE,Gy,100
1248,6625,GE,Hermance,100
1254,6626,GE,Jussy,100
1287,6627,GE,Laconnex,100
1212,6628,GE,Grand-Lancy,100
1213,6628,GE,Petit-Lancy,100
1252,6629,GE,Meinier,100
1216,6630,GE,Cointrin,100
1217,6630,GE,Meyrin,100
1213,6631,GE,Onex,100
1258,6632,GE,Perly,100
1228,6633,GE,Plan-les-Ouates,100
1292,6634,GE,Chambésy,100
1243,6635,GE,Presinge,100
1241,6636,GE,Puplinge,100
1281,6637,GE,Russin,100
1242,6638,GE,Satigny,100
1286,6639,GE,Soral,100
1226,6640,GE,Thônex,100
1256,6641,GE,Troinex,100
1253,6642,GE,Vandoeuvres,100
1214,6643,GE,Vernier,100
1219,6643,GE,Le Lignon,100
1219,6643,GE,Aïre,100
1219,6643,GE,Châtelaine,100
1220,6643,GE,Les Avanchets,100
1290,6644,GE,Versoix,100
1234,6645,GE,Vessy,100
1255,6645,GE,Veyrier,100
2856,6702,JU,Boécourt,100
2857,6702,JU,Montavon,100
2803,6703,JU,Bourrignon,100
2843,6704,JU,Châtillon JU,100
2825,6706,JU,Courchapoix,100
2830,6708,JU,Courrendlin,100
2830,6708,JU,Vellerat,100
2832,6708,JU,Rebeuvelier,100
2822,6709,JU,Courroux,100
2823,6709,JU,Courcelon,100
2852,6710,JU,Courtételle,100
2800,6711,JU,Delémont,100
2802,6712,JU,Develier,100
2813,6713,JU,Ederswiler,100
2827,6715,JU,Mervelier,100
2806,6716,JU,Mettembert,100
2812,6718,JU,Movelier,100
2807,6719,JU,Pleigne,100
2807,6719,JU,Lucelle,100
2842,6721,JU,Rossemaison,100
2873,6722,JU,Saulcy,100
2805,6724,JU,Soyhières,100
2853,6729,JU,Courfaivre,100
2854,6729,JU,Bassecourt,100
2855,6729,JU,Glovelier,100
2863,6729,JU,Undervelier,100
2864,6729,JU,Soulce,100
2824,6730,JU,Vicques,100
2826,6730,JU,Corban,100
2828,6730,JU,Montsevelier,100
2829,6730,JU,Vermes,100
2360,6741,JU,Le Bémont JU,100
2336,6742,JU,Les Bois,100
2345,6743,JU,Les Breuleux,100
2345,6744,JU,La Chaux-des-Breuleux,100
2363,6745,JU,Les Enfers,100
2714,6748,JU,Les Genevez JU,100
2714,6748,JU,Le Prédame,100
2718,6750,JU,Lajoux JU,100
2718,6750,JU,Fornet-Dessus,100
2362,6751,JU,Montfaucon,100
2362,6751,JU,Montfavergier,100
2338,6753,JU,Les Emibois,100
2338,6753,JU,Muriaux,100
2345,6753,JU,Le Cerneux-Veusil,100
2340,6754,JU,Le Noirmont,100
2350,6757,JU,Saignelégier,100
2353,6757,JU,Les Pommerats,100
2354,6757,JU,Goumois,100
2364,6758,JU,St-Brais,100
2882,6758,JU,St-Ursanne,100
2887,6759,JU,Soubey,100
2942,6771,JU,Alle,100
2935,6773,JU,Beurnevésin,100
2926,6774,JU,Boncourt,100
2944,6775,JU,Bonfol,100
2915,6778,JU,Bure,100
2932,6781,JU,Coeuve,100
2952,6782,JU,Cornol,100
2922,6783,JU,Courchavon,100
2950,6784,JU,Courgenay,100
2950,6784,JU,Courtemautruy,100
2905,6785,JU,Courtedoux,100
2933,6787,JU,Damphreux,100
2916,6789,JU,Fahy,100
2902,6790,JU,Fontenais,100
2903,6790,JU,Villars-sur-Fontenais,100
2904,6790,JU,Bressaucourt,100
2908,6792,JU,Grandfontaine,100
2933,6793,JU,Lugnez,100
2900,6800,JU,Porrentruy,100
2943,6806,JU,Vendlincourt,100
2923,6807,JU,Courtemaîche,100
2924,6807,JU,Montignez,100
2925,6807,JU,Buix,100
2882,6808,JU,St-Ursanne,100
2883,6808,JU,Montmelon,100
2884,6808,JU,Montenol,100
2885,6808,JU,Epauvillers,100
2886,6808,JU,Epiquerez,100
2888,6808,JU,Seleute,100
2889,6808,JU,Ocourt,100
2906,6809,JU,Chevenez,100
2907,6809,JU,Rocourt,100
2912,6809,JU,Réclère,100
2912,6809,JU,Roche-d'Or,100
2914,6809,JU,Damvant,100
2946,6810,JU,Miécourt,100
2947,6810,JU,Charmoille,100
2953,6810,JU,Fregiécourt,100
2953,6810,JU,Pleujouse,100
2954,6810,JU,Asuel,100
9490,7001,,Vaduz,100
9495,7002,,Triesen,100
9496,7003,,Balzers,100
9497,7004,,Triesenberg,100
9494,7005,,Schaan,100
9498,7006,,Planken,100
9485,7007,,Nendeln,100
9492,7007,,Eschen,100
9486,7008,,Schaanwald,100
9493,7008,,Mauren FL,100
9487,7009,,Gamprin-Bendern,100
9491,7010,,Ruggell,100
9488,7011,,Schellenberg,100
9999,9073,BE,Thunersee,100
9999,9089,BE,Brienzersee,100
9999,9149,BE,Bielersee,100
